index,subtask_fields.issuetype.avatarId,subtask_fields.issuetype.description,subtask_fields.issuetype.iconUrl,subtask_fields.issuetype.id,subtask_fields.issuetype.name,subtask_fields.issuetype.self,subtask_fields.issuetype.subtask,subtask_fields.priority.iconUrl,subtask_fields.priority.id,subtask_fields.priority.name,subtask_fields.priority.self,subtask_fields.status.description,subtask_fields.status.iconUrl,subtask_fields.status.id,subtask_fields.status.name,subtask_fields.status.self,subtask_fields.status.statusCategory.colorName,subtask_fields.status.statusCategory.id,subtask_fields.status.statusCategory.key,subtask_fields.status.statusCategory.name,subtask_fields.status.statusCategory.self,subtask_fields.summary,subtask_id,subtask_key,subtask_self
4,11216,The sub-task of the issue,http://10.221.100.4/secure/viewavatar?size=xsmall&avatarId=11216&avatarType=issuetype,5,Sub-task,http://10.221.100.4/rest/api/2/issuetype/5,True,http://10.221.100.4/images/icons/priorities/minor.svg,4,Minor,http://10.221.100.4/rest/api/2/priority/4,The issue is open and ready for the assignee to start work on it.,http://10.221.100.4/images/icons/statuses/open.png,1,Open,http://10.221.100.4/rest/api/2/status/1,blue-gray,2,new,To Do,http://10.221.100.4/rest/api/2/statuscategory/2,Push to Production,289615,AI-1212,http://10.221.100.4/rest/api/2/issue/289615
4,11216,The sub-task of the issue,http://10.221.100.4/secure/viewavatar?size=xsmall&avatarId=11216&avatarType=issuetype,5,Sub-task,http://10.221.100.4/rest/api/2/issuetype/5,True,http://10.221.100.4/images/icons/priorities/minor.svg,4,Minor,http://10.221.100.4/rest/api/2/priority/4,The issue is open and ready for the assignee to start work on it.,http://10.221.100.4/images/icons/statuses/open.png,1,Open,http://10.221.100.4/rest/api/2/status/1,blue-gray,2,new,To Do,http://10.221.100.4/rest/api/2/statuscategory/2,Test & QA Production Model,289616,AI-1213,http://10.221.100.4/rest/api/2/issue/289616
7,11216,The sub-task of the issue,http://10.221.100.4/secure/viewavatar?size=xsmall&avatarId=11216&avatarType=issuetype,5,Sub-task,http://10.221.100.4/rest/api/2/issuetype/5,True,http://10.221.100.4/images/icons/priorities/minor.svg,4,Minor,http://10.221.100.4/rest/api/2/priority/4,The issue is open and ready for the assignee to start work on it.,http://10.221.100.4/images/icons/statuses/open.png,1,Open,http://10.221.100.4/rest/api/2/status/1,blue-gray,2,new,To Do,http://10.221.100.4/rest/api/2/statuscategory/2,Distribute Model Statistics & Findings,289612,AI-1209,http://10.221.100.4/rest/api/2/issue/289612
7,11216,The sub-task of the issue,http://10.221.100.4/secure/viewavatar?size=xsmall&avatarId=11216&avatarType=issuetype,5,Sub-task,http://10.221.100.4/rest/api/2/issuetype/5,True,http://10.221.100.4/images/icons/priorities/minor.svg,4,Minor,http://10.221.100.4/rest/api/2/priority/4,The issue is open and ready for the assignee to start work on it.,http://10.221.100.4/images/icons/statuses/open.png,1,Open,http://10.221.100.4/rest/api/2/status/1,blue-gray,2,new,To Do,http://10.221.100.4/rest/api/2/statuscategory/2,Approve Model,289613,AI-1210,http://10.221.100.4/rest/api/2/issue/289613
10,11216,The sub-task of the issue,http://10.221.100.4/secure/viewavatar?size=xsmall&avatarId=11216&avatarType=issuetype,5,Sub-task,http://10.221.100.4/rest/api/2/issuetype/5,True,http://10.221.100.4/images/icons/priorities/minor.svg,4,Minor,http://10.221.100.4/rest/api/2/priority/4,The issue is open and ready for the assignee to start work on it.,http://10.221.100.4/images/icons/statuses/open.png,1,Open,http://10.221.100.4/rest/api/2/status/1,blue-gray,2,new,To Do,http://10.221.100.4/rest/api/2/statuscategory/2,Research Empirical Approaches,289609,AI-1206,http://10.221.100.4/rest/api/2/issue/289609
10,11216,The sub-task of the issue,http://10.221.100.4/secure/viewavatar?size=xsmall&avatarId=11216&avatarType=issuetype,5,Sub-task,http://10.221.100.4/rest/api/2/issuetype/5,True,http://10.221.100.4/images/icons/priorities/minor.svg,4,Minor,http://10.221.100.4/rest/api/2/priority/4,The issue is open and ready for the assignee to start work on it.,http://10.221.100.4/images/icons/statuses/open.png,1,Open,http://10.221.100.4/rest/api/2/status/1,blue-gray,2,new,To Do,http://10.221.100.4/rest/api/2/statuscategory/2,Model Development,289610,AI-1207,http://10.221.100.4/rest/api/2/issue/289610
13,11216,The sub-task of the issue,http://10.221.100.4/secure/viewavatar?size=xsmall&avatarId=11216&avatarType=issuetype,5,Sub-task,http://10.221.100.4/rest/api/2/issuetype/5,True,http://10.221.100.4/images/icons/priorities/minor.svg,4,Minor,http://10.221.100.4/rest/api/2/priority/4,The issue is open and ready for the assignee to start work on it.,http://10.221.100.4/images/icons/statuses/open.png,1,Open,http://10.221.100.4/rest/api/2/status/1,blue-gray,2,new,To Do,http://10.221.100.4/rest/api/2/statuscategory/2,Diagram ETL Architecture,289606,AI-1203,http://10.221.100.4/rest/api/2/issue/289606
13,11216,The sub-task of the issue,http://10.221.100.4/secure/viewavatar?size=xsmall&avatarId=11216&avatarType=issuetype,5,Sub-task,http://10.221.100.4/rest/api/2/issuetype/5,True,http://10.221.100.4/images/icons/priorities/minor.svg,4,Minor,http://10.221.100.4/rest/api/2/priority/4,The issue is open and ready for the assignee to start work on it.,http://10.221.100.4/images/icons/statuses/open.png,1,Open,http://10.221.100.4/rest/api/2/status/1,blue-gray,2,new,To Do,http://10.221.100.4/rest/api/2/statuscategory/2,Establish Data Validation Procedure,289607,AI-1204,http://10.221.100.4/rest/api/2/issue/289607
17,11216,The sub-task of the issue,http://10.221.100.4/secure/viewavatar?size=xsmall&avatarId=11216&avatarType=issuetype,5,Sub-task,http://10.221.100.4/rest/api/2/issuetype/5,True,http://10.221.100.4/images/icons/priorities/minor.svg,4,Minor,http://10.221.100.4/rest/api/2/priority/4,The issue is open and ready for the assignee to start work on it.,http://10.221.100.4/images/icons/statuses/open.png,1,Open,http://10.221.100.4/rest/api/2/status/1,blue-gray,2,new,To Do,http://10.221.100.4/rest/api/2/statuscategory/2,Create New Wiki,289602,AI-1199,http://10.221.100.4/rest/api/2/issue/289602
17,11216,The sub-task of the issue,http://10.221.100.4/secure/viewavatar?size=xsmall&avatarId=11216&avatarType=issuetype,5,Sub-task,http://10.221.100.4/rest/api/2/issuetype/5,True,http://10.221.100.4/images/icons/priorities/minor.svg,4,Minor,http://10.221.100.4/rest/api/2/priority/4,The issue is open and ready for the assignee to start work on it.,http://10.221.100.4/images/icons/statuses/open.png,1,Open,http://10.221.100.4/rest/api/2/status/1,blue-gray,2,new,To Do,http://10.221.100.4/rest/api/2/statuscategory/2,Identify Key Stakeholders,289603,AI-1200,http://10.221.100.4/rest/api/2/issue/289603
17,11216,The sub-task of the issue,http://10.221.100.4/secure/viewavatar?size=xsmall&avatarId=11216&avatarType=issuetype,5,Sub-task,http://10.221.100.4/rest/api/2/issuetype/5,True,http://10.221.100.4/images/icons/priorities/minor.svg,4,Minor,http://10.221.100.4/rest/api/2/priority/4,The issue is open and ready for the assignee to start work on it.,http://10.221.100.4/images/icons/statuses/open.png,1,Open,http://10.221.100.4/rest/api/2/status/1,blue-gray,2,new,To Do,http://10.221.100.4/rest/api/2/statuscategory/2,Define Target Metric & Lift,289604,AI-1201,http://10.221.100.4/rest/api/2/issue/289604
23,11216,The sub-task of the issue,http://10.221.100.4/secure/viewavatar?size=xsmall&avatarId=11216&avatarType=issuetype,5,Sub-task,http://10.221.100.4/rest/api/2/issuetype/5,True,http://10.221.100.4/images/icons/priorities/minor.svg,4,Minor,http://10.221.100.4/rest/api/2/priority/4,The issue is open and ready for the assignee to start work on it.,http://10.221.100.4/images/icons/statuses/open.png,1,Open,http://10.221.100.4/rest/api/2/status/1,blue-gray,2,new,To Do,http://10.221.100.4/rest/api/2/statuscategory/2,Push to Production,289534,AI-1193,http://10.221.100.4/rest/api/2/issue/289534
23,11216,The sub-task of the issue,http://10.221.100.4/secure/viewavatar?size=xsmall&avatarId=11216&avatarType=issuetype,5,Sub-task,http://10.221.100.4/rest/api/2/issuetype/5,True,http://10.221.100.4/images/icons/priorities/minor.svg,4,Minor,http://10.221.100.4/rest/api/2/priority/4,The issue is open and ready for the assignee to start work on it.,http://10.221.100.4/images/icons/statuses/open.png,1,Open,http://10.221.100.4/rest/api/2/status/1,blue-gray,2,new,To Do,http://10.221.100.4/rest/api/2/statuscategory/2,Test & QA Production Model,289535,AI-1194,http://10.221.100.4/rest/api/2/issue/289535
26,11216,The sub-task of the issue,http://10.221.100.4/secure/viewavatar?size=xsmall&avatarId=11216&avatarType=issuetype,5,Sub-task,http://10.221.100.4/rest/api/2/issuetype/5,True,http://10.221.100.4/images/icons/priorities/minor.svg,4,Minor,http://10.221.100.4/rest/api/2/priority/4,The issue is open and ready for the assignee to start work on it.,http://10.221.100.4/images/icons/statuses/open.png,1,Open,http://10.221.100.4/rest/api/2/status/1,blue-gray,2,new,To Do,http://10.221.100.4/rest/api/2/statuscategory/2,Distribute Model Statistics & Findings,289531,AI-1190,http://10.221.100.4/rest/api/2/issue/289531
26,11216,The sub-task of the issue,http://10.221.100.4/secure/viewavatar?size=xsmall&avatarId=11216&avatarType=issuetype,5,Sub-task,http://10.221.100.4/rest/api/2/issuetype/5,True,http://10.221.100.4/images/icons/priorities/minor.svg,4,Minor,http://10.221.100.4/rest/api/2/priority/4,The issue is open and ready for the assignee to start work on it.,http://10.221.100.4/images/icons/statuses/open.png,1,Open,http://10.221.100.4/rest/api/2/status/1,blue-gray,2,new,To Do,http://10.221.100.4/rest/api/2/statuscategory/2,Approve Model,289532,AI-1191,http://10.221.100.4/rest/api/2/issue/289532
29,11216,The sub-task of the issue,http://10.221.100.4/secure/viewavatar?size=xsmall&avatarId=11216&avatarType=issuetype,5,Sub-task,http://10.221.100.4/rest/api/2/issuetype/5,True,http://10.221.100.4/images/icons/priorities/minor.svg,4,Minor,http://10.221.100.4/rest/api/2/priority/4,The issue is open and ready for the assignee to start work on it.,http://10.221.100.4/images/icons/statuses/open.png,1,Open,http://10.221.100.4/rest/api/2/status/1,blue-gray,2,new,To Do,http://10.221.100.4/rest/api/2/statuscategory/2,Research Empirical Approaches,289528,AI-1187,http://10.221.100.4/rest/api/2/issue/289528
29,11216,The sub-task of the issue,http://10.221.100.4/secure/viewavatar?size=xsmall&avatarId=11216&avatarType=issuetype,5,Sub-task,http://10.221.100.4/rest/api/2/issuetype/5,True,http://10.221.100.4/images/icons/priorities/minor.svg,4,Minor,http://10.221.100.4/rest/api/2/priority/4,The issue is open and ready for the assignee to start work on it.,http://10.221.100.4/images/icons/statuses/open.png,1,Open,http://10.221.100.4/rest/api/2/status/1,blue-gray,2,new,To Do,http://10.221.100.4/rest/api/2/statuscategory/2,Model Development,289529,AI-1188,http://10.221.100.4/rest/api/2/issue/289529
32,11216,The sub-task of the issue,http://10.221.100.4/secure/viewavatar?size=xsmall&avatarId=11216&avatarType=issuetype,5,Sub-task,http://10.221.100.4/rest/api/2/issuetype/5,True,http://10.221.100.4/images/icons/priorities/minor.svg,4,Minor,http://10.221.100.4/rest/api/2/priority/4,The issue is open and ready for the assignee to start work on it.,http://10.221.100.4/images/icons/statuses/open.png,1,Open,http://10.221.100.4/rest/api/2/status/1,blue-gray,2,new,To Do,http://10.221.100.4/rest/api/2/statuscategory/2,Diagram ETL Architecture,289525,AI-1184,http://10.221.100.4/rest/api/2/issue/289525
32,11216,The sub-task of the issue,http://10.221.100.4/secure/viewavatar?size=xsmall&avatarId=11216&avatarType=issuetype,5,Sub-task,http://10.221.100.4/rest/api/2/issuetype/5,True,http://10.221.100.4/images/icons/priorities/minor.svg,4,Minor,http://10.221.100.4/rest/api/2/priority/4,The issue is open and ready for the assignee to start work on it.,http://10.221.100.4/images/icons/statuses/open.png,1,Open,http://10.221.100.4/rest/api/2/status/1,blue-gray,2,new,To Do,http://10.221.100.4/rest/api/2/statuscategory/2,Establish Data Validation Procedure,289526,AI-1185,http://10.221.100.4/rest/api/2/issue/289526
36,11216,The sub-task of the issue,http://10.221.100.4/secure/viewavatar?size=xsmall&avatarId=11216&avatarType=issuetype,5,Sub-task,http://10.221.100.4/rest/api/2/issuetype/5,True,http://10.221.100.4/images/icons/priorities/minor.svg,4,Minor,http://10.221.100.4/rest/api/2/priority/4,The issue is open and ready for the assignee to start work on it.,http://10.221.100.4/images/icons/statuses/open.png,1,Open,http://10.221.100.4/rest/api/2/status/1,blue-gray,2,new,To Do,http://10.221.100.4/rest/api/2/statuscategory/2,Create New Wiki,289521,AI-1180,http://10.221.100.4/rest/api/2/issue/289521
36,11216,The sub-task of the issue,http://10.221.100.4/secure/viewavatar?size=xsmall&avatarId=11216&avatarType=issuetype,5,Sub-task,http://10.221.100.4/rest/api/2/issuetype/5,True,http://10.221.100.4/images/icons/priorities/minor.svg,4,Minor,http://10.221.100.4/rest/api/2/priority/4,The issue is open and ready for the assignee to start work on it.,http://10.221.100.4/images/icons/statuses/open.png,1,Open,http://10.221.100.4/rest/api/2/status/1,blue-gray,2,new,To Do,http://10.221.100.4/rest/api/2/statuscategory/2,Identify Key Stakeholders,289522,AI-1181,http://10.221.100.4/rest/api/2/issue/289522
36,11216,The sub-task of the issue,http://10.221.100.4/secure/viewavatar?size=xsmall&avatarId=11216&avatarType=issuetype,5,Sub-task,http://10.221.100.4/rest/api/2/issuetype/5,True,http://10.221.100.4/images/icons/priorities/minor.svg,4,Minor,http://10.221.100.4/rest/api/2/priority/4,The issue is open and ready for the assignee to start work on it.,http://10.221.100.4/images/icons/statuses/open.png,1,Open,http://10.221.100.4/rest/api/2/status/1,blue-gray,2,new,To Do,http://10.221.100.4/rest/api/2/statuscategory/2,Define Target Metric & Lift,289523,AI-1182,http://10.221.100.4/rest/api/2/issue/289523
42,11216,The sub-task of the issue,http://10.221.100.4/secure/viewavatar?size=xsmall&avatarId=11216&avatarType=issuetype,5,Sub-task,http://10.221.100.4/rest/api/2/issuetype/5,True,http://10.221.100.4/images/icons/priorities/minor.svg,4,Minor,http://10.221.100.4/rest/api/2/priority/4,The issue is open and ready for the assignee to start work on it.,http://10.221.100.4/images/icons/statuses/open.png,1,Open,http://10.221.100.4/rest/api/2/status/1,blue-gray,2,new,To Do,http://10.221.100.4/rest/api/2/statuscategory/2,Push to Production,289515,AI-1174,http://10.221.100.4/rest/api/2/issue/289515
42,11216,The sub-task of the issue,http://10.221.100.4/secure/viewavatar?size=xsmall&avatarId=11216&avatarType=issuetype,5,Sub-task,http://10.221.100.4/rest/api/2/issuetype/5,True,http://10.221.100.4/images/icons/priorities/minor.svg,4,Minor,http://10.221.100.4/rest/api/2/priority/4,The issue is open and ready for the assignee to start work on it.,http://10.221.100.4/images/icons/statuses/open.png,1,Open,http://10.221.100.4/rest/api/2/status/1,blue-gray,2,new,To Do,http://10.221.100.4/rest/api/2/statuscategory/2,Test & QA Production Model,289516,AI-1175,http://10.221.100.4/rest/api/2/issue/289516
45,11216,The sub-task of the issue,http://10.221.100.4/secure/viewavatar?size=xsmall&avatarId=11216&avatarType=issuetype,5,Sub-task,http://10.221.100.4/rest/api/2/issuetype/5,True,http://10.221.100.4/images/icons/priorities/minor.svg,4,Minor,http://10.221.100.4/rest/api/2/priority/4,The issue is open and ready for the assignee to start work on it.,http://10.221.100.4/images/icons/statuses/open.png,1,Open,http://10.221.100.4/rest/api/2/status/1,blue-gray,2,new,To Do,http://10.221.100.4/rest/api/2/statuscategory/2,Distribute Model Statistics & Findings,289512,AI-1171,http://10.221.100.4/rest/api/2/issue/289512
45,11216,The sub-task of the issue,http://10.221.100.4/secure/viewavatar?size=xsmall&avatarId=11216&avatarType=issuetype,5,Sub-task,http://10.221.100.4/rest/api/2/issuetype/5,True,http://10.221.100.4/images/icons/priorities/minor.svg,4,Minor,http://10.221.100.4/rest/api/2/priority/4,The issue is open and ready for the assignee to start work on it.,http://10.221.100.4/images/icons/statuses/open.png,1,Open,http://10.221.100.4/rest/api/2/status/1,blue-gray,2,new,To Do,http://10.221.100.4/rest/api/2/statuscategory/2,Approve Model,289513,AI-1172,http://10.221.100.4/rest/api/2/issue/289513
48,11216,The sub-task of the issue,http://10.221.100.4/secure/viewavatar?size=xsmall&avatarId=11216&avatarType=issuetype,5,Sub-task,http://10.221.100.4/rest/api/2/issuetype/5,True,http://10.221.100.4/images/icons/priorities/minor.svg,4,Minor,http://10.221.100.4/rest/api/2/priority/4,The issue is open and ready for the assignee to start work on it.,http://10.221.100.4/images/icons/statuses/open.png,1,Open,http://10.221.100.4/rest/api/2/status/1,blue-gray,2,new,To Do,http://10.221.100.4/rest/api/2/statuscategory/2,Research Empirical Approaches,289509,AI-1168,http://10.221.100.4/rest/api/2/issue/289509
48,11216,The sub-task of the issue,http://10.221.100.4/secure/viewavatar?size=xsmall&avatarId=11216&avatarType=issuetype,5,Sub-task,http://10.221.100.4/rest/api/2/issuetype/5,True,http://10.221.100.4/images/icons/priorities/minor.svg,4,Minor,http://10.221.100.4/rest/api/2/priority/4,The issue is open and ready for the assignee to start work on it.,http://10.221.100.4/images/icons/statuses/open.png,1,Open,http://10.221.100.4/rest/api/2/status/1,blue-gray,2,new,To Do,http://10.221.100.4/rest/api/2/statuscategory/2,Model Development,289510,AI-1169,http://10.221.100.4/rest/api/2/issue/289510
51,11216,The sub-task of the issue,http://10.221.100.4/secure/viewavatar?size=xsmall&avatarId=11216&avatarType=issuetype,5,Sub-task,http://10.221.100.4/rest/api/2/issuetype/5,True,http://10.221.100.4/images/icons/priorities/minor.svg,4,Minor,http://10.221.100.4/rest/api/2/priority/4,The issue is open and ready for the assignee to start work on it.,http://10.221.100.4/images/icons/statuses/open.png,1,Open,http://10.221.100.4/rest/api/2/status/1,blue-gray,2,new,To Do,http://10.221.100.4/rest/api/2/statuscategory/2,Diagram ETL Architecture,289506,AI-1165,http://10.221.100.4/rest/api/2/issue/289506
51,11216,The sub-task of the issue,http://10.221.100.4/secure/viewavatar?size=xsmall&avatarId=11216&avatarType=issuetype,5,Sub-task,http://10.221.100.4/rest/api/2/issuetype/5,True,http://10.221.100.4/images/icons/priorities/minor.svg,4,Minor,http://10.221.100.4/rest/api/2/priority/4,The issue is open and ready for the assignee to start work on it.,http://10.221.100.4/images/icons/statuses/open.png,1,Open,http://10.221.100.4/rest/api/2/status/1,blue-gray,2,new,To Do,http://10.221.100.4/rest/api/2/statuscategory/2,Establish Data Validation Procedure,289507,AI-1166,http://10.221.100.4/rest/api/2/issue/289507
55,11216,The sub-task of the issue,http://10.221.100.4/secure/viewavatar?size=xsmall&avatarId=11216&avatarType=issuetype,5,Sub-task,http://10.221.100.4/rest/api/2/issuetype/5,True,http://10.221.100.4/images/icons/priorities/minor.svg,4,Minor,http://10.221.100.4/rest/api/2/priority/4,The issue is open and ready for the assignee to start work on it.,http://10.221.100.4/images/icons/statuses/open.png,1,Open,http://10.221.100.4/rest/api/2/status/1,blue-gray,2,new,To Do,http://10.221.100.4/rest/api/2/statuscategory/2,Create New Wiki,289502,AI-1161,http://10.221.100.4/rest/api/2/issue/289502
55,11216,The sub-task of the issue,http://10.221.100.4/secure/viewavatar?size=xsmall&avatarId=11216&avatarType=issuetype,5,Sub-task,http://10.221.100.4/rest/api/2/issuetype/5,True,http://10.221.100.4/images/icons/priorities/minor.svg,4,Minor,http://10.221.100.4/rest/api/2/priority/4,The issue is open and ready for the assignee to start work on it.,http://10.221.100.4/images/icons/statuses/open.png,1,Open,http://10.221.100.4/rest/api/2/status/1,blue-gray,2,new,To Do,http://10.221.100.4/rest/api/2/statuscategory/2,Identify Key Stakeholders,289503,AI-1162,http://10.221.100.4/rest/api/2/issue/289503
55,11216,The sub-task of the issue,http://10.221.100.4/secure/viewavatar?size=xsmall&avatarId=11216&avatarType=issuetype,5,Sub-task,http://10.221.100.4/rest/api/2/issuetype/5,True,http://10.221.100.4/images/icons/priorities/minor.svg,4,Minor,http://10.221.100.4/rest/api/2/priority/4,The issue is open and ready for the assignee to start work on it.,http://10.221.100.4/images/icons/statuses/open.png,1,Open,http://10.221.100.4/rest/api/2/status/1,blue-gray,2,new,To Do,http://10.221.100.4/rest/api/2/statuscategory/2,Define Target Metric & Lift,289504,AI-1163,http://10.221.100.4/rest/api/2/issue/289504
61,11216,The sub-task of the issue,http://10.221.100.4/secure/viewavatar?size=xsmall&avatarId=11216&avatarType=issuetype,5,Sub-task,http://10.221.100.4/rest/api/2/issuetype/5,True,http://10.221.100.4/images/icons/priorities/minor.svg,4,Minor,http://10.221.100.4/rest/api/2/priority/4,The issue is open and ready for the assignee to start work on it.,http://10.221.100.4/images/icons/statuses/open.png,1,Open,http://10.221.100.4/rest/api/2/status/1,blue-gray,2,new,To Do,http://10.221.100.4/rest/api/2/statuscategory/2,Push to Production,289415,AI-1155,http://10.221.100.4/rest/api/2/issue/289415
61,11216,The sub-task of the issue,http://10.221.100.4/secure/viewavatar?size=xsmall&avatarId=11216&avatarType=issuetype,5,Sub-task,http://10.221.100.4/rest/api/2/issuetype/5,True,http://10.221.100.4/images/icons/priorities/minor.svg,4,Minor,http://10.221.100.4/rest/api/2/priority/4,The issue is open and ready for the assignee to start work on it.,http://10.221.100.4/images/icons/statuses/open.png,1,Open,http://10.221.100.4/rest/api/2/status/1,blue-gray,2,new,To Do,http://10.221.100.4/rest/api/2/statuscategory/2,Test & QA Production Model,289416,AI-1156,http://10.221.100.4/rest/api/2/issue/289416
64,11216,The sub-task of the issue,http://10.221.100.4/secure/viewavatar?size=xsmall&avatarId=11216&avatarType=issuetype,5,Sub-task,http://10.221.100.4/rest/api/2/issuetype/5,True,http://10.221.100.4/images/icons/priorities/minor.svg,4,Minor,http://10.221.100.4/rest/api/2/priority/4,The issue is open and ready for the assignee to start work on it.,http://10.221.100.4/images/icons/statuses/open.png,1,Open,http://10.221.100.4/rest/api/2/status/1,blue-gray,2,new,To Do,http://10.221.100.4/rest/api/2/statuscategory/2,Distribute Model Statistics & Findings,289412,AI-1152,http://10.221.100.4/rest/api/2/issue/289412
64,11216,The sub-task of the issue,http://10.221.100.4/secure/viewavatar?size=xsmall&avatarId=11216&avatarType=issuetype,5,Sub-task,http://10.221.100.4/rest/api/2/issuetype/5,True,http://10.221.100.4/images/icons/priorities/minor.svg,4,Minor,http://10.221.100.4/rest/api/2/priority/4,The issue is open and ready for the assignee to start work on it.,http://10.221.100.4/images/icons/statuses/open.png,1,Open,http://10.221.100.4/rest/api/2/status/1,blue-gray,2,new,To Do,http://10.221.100.4/rest/api/2/statuscategory/2,Approve Model,289413,AI-1153,http://10.221.100.4/rest/api/2/issue/289413
67,11216,The sub-task of the issue,http://10.221.100.4/secure/viewavatar?size=xsmall&avatarId=11216&avatarType=issuetype,5,Sub-task,http://10.221.100.4/rest/api/2/issuetype/5,True,http://10.221.100.4/images/icons/priorities/minor.svg,4,Minor,http://10.221.100.4/rest/api/2/priority/4,The issue is open and ready for the assignee to start work on it.,http://10.221.100.4/images/icons/statuses/open.png,1,Open,http://10.221.100.4/rest/api/2/status/1,blue-gray,2,new,To Do,http://10.221.100.4/rest/api/2/statuscategory/2,Research Empirical Approaches,289409,AI-1149,http://10.221.100.4/rest/api/2/issue/289409
67,11216,The sub-task of the issue,http://10.221.100.4/secure/viewavatar?size=xsmall&avatarId=11216&avatarType=issuetype,5,Sub-task,http://10.221.100.4/rest/api/2/issuetype/5,True,http://10.221.100.4/images/icons/priorities/minor.svg,4,Minor,http://10.221.100.4/rest/api/2/priority/4,The issue is open and ready for the assignee to start work on it.,http://10.221.100.4/images/icons/statuses/open.png,1,Open,http://10.221.100.4/rest/api/2/status/1,blue-gray,2,new,To Do,http://10.221.100.4/rest/api/2/statuscategory/2,Model Development,289410,AI-1150,http://10.221.100.4/rest/api/2/issue/289410
70,11216,The sub-task of the issue,http://10.221.100.4/secure/viewavatar?size=xsmall&avatarId=11216&avatarType=issuetype,5,Sub-task,http://10.221.100.4/rest/api/2/issuetype/5,True,http://10.221.100.4/images/icons/priorities/minor.svg,4,Minor,http://10.221.100.4/rest/api/2/priority/4,The issue is open and ready for the assignee to start work on it.,http://10.221.100.4/images/icons/statuses/open.png,1,Open,http://10.221.100.4/rest/api/2/status/1,blue-gray,2,new,To Do,http://10.221.100.4/rest/api/2/statuscategory/2,Diagram ETL Architecture,289406,AI-1146,http://10.221.100.4/rest/api/2/issue/289406
70,11216,The sub-task of the issue,http://10.221.100.4/secure/viewavatar?size=xsmall&avatarId=11216&avatarType=issuetype,5,Sub-task,http://10.221.100.4/rest/api/2/issuetype/5,True,http://10.221.100.4/images/icons/priorities/minor.svg,4,Minor,http://10.221.100.4/rest/api/2/priority/4,The issue is open and ready for the assignee to start work on it.,http://10.221.100.4/images/icons/statuses/open.png,1,Open,http://10.221.100.4/rest/api/2/status/1,blue-gray,2,new,To Do,http://10.221.100.4/rest/api/2/statuscategory/2,Establish Data Validation Procedure,289407,AI-1147,http://10.221.100.4/rest/api/2/issue/289407
74,11216,The sub-task of the issue,http://10.221.100.4/secure/viewavatar?size=xsmall&avatarId=11216&avatarType=issuetype,5,Sub-task,http://10.221.100.4/rest/api/2/issuetype/5,True,http://10.221.100.4/images/icons/priorities/minor.svg,4,Minor,http://10.221.100.4/rest/api/2/priority/4,The issue is open and ready for the assignee to start work on it.,http://10.221.100.4/images/icons/statuses/open.png,1,Open,http://10.221.100.4/rest/api/2/status/1,blue-gray,2,new,To Do,http://10.221.100.4/rest/api/2/statuscategory/2,Create New Wiki,289402,AI-1142,http://10.221.100.4/rest/api/2/issue/289402
74,11216,The sub-task of the issue,http://10.221.100.4/secure/viewavatar?size=xsmall&avatarId=11216&avatarType=issuetype,5,Sub-task,http://10.221.100.4/rest/api/2/issuetype/5,True,http://10.221.100.4/images/icons/priorities/minor.svg,4,Minor,http://10.221.100.4/rest/api/2/priority/4,The issue is open and ready for the assignee to start work on it.,http://10.221.100.4/images/icons/statuses/open.png,1,Open,http://10.221.100.4/rest/api/2/status/1,blue-gray,2,new,To Do,http://10.221.100.4/rest/api/2/statuscategory/2,Identify Key Stakeholders,289403,AI-1143,http://10.221.100.4/rest/api/2/issue/289403
74,11216,The sub-task of the issue,http://10.221.100.4/secure/viewavatar?size=xsmall&avatarId=11216&avatarType=issuetype,5,Sub-task,http://10.221.100.4/rest/api/2/issuetype/5,True,http://10.221.100.4/images/icons/priorities/minor.svg,4,Minor,http://10.221.100.4/rest/api/2/priority/4,The issue is open and ready for the assignee to start work on it.,http://10.221.100.4/images/icons/statuses/open.png,1,Open,http://10.221.100.4/rest/api/2/status/1,blue-gray,2,new,To Do,http://10.221.100.4/rest/api/2/statuscategory/2,Define Target Metric & Lift,289404,AI-1144,http://10.221.100.4/rest/api/2/issue/289404
94,11216,The sub-task of the issue,http://10.221.100.4/secure/viewavatar?size=xsmall&avatarId=11216&avatarType=issuetype,5,Sub-task,http://10.221.100.4/rest/api/2/issuetype/5,True,http://10.221.100.4/images/icons/priorities/minor.svg,4,Minor,http://10.221.100.4/rest/api/2/priority/4,The issue is open and ready for the assignee to start work on it.,http://10.221.100.4/images/icons/statuses/open.png,1,Open,http://10.221.100.4/rest/api/2/status/1,blue-gray,2,new,To Do,http://10.221.100.4/rest/api/2/statuscategory/2,Push to Production,289348,AI-1122,http://10.221.100.4/rest/api/2/issue/289348
94,11216,The sub-task of the issue,http://10.221.100.4/secure/viewavatar?size=xsmall&avatarId=11216&avatarType=issuetype,5,Sub-task,http://10.221.100.4/rest/api/2/issuetype/5,True,http://10.221.100.4/images/icons/priorities/minor.svg,4,Minor,http://10.221.100.4/rest/api/2/priority/4,The issue is open and ready for the assignee to start work on it.,http://10.221.100.4/images/icons/statuses/open.png,1,Open,http://10.221.100.4/rest/api/2/status/1,blue-gray,2,new,To Do,http://10.221.100.4/rest/api/2/statuscategory/2,Test & QA Production Model,289349,AI-1123,http://10.221.100.4/rest/api/2/issue/289349
